object_index	radial_sample_count	normal_x	normal_y	normal_z	distance
9	128	0.003247047	0.998917651	0.046400250	0.000000000
10	128	0.003247047	0.998917651	0.046400250	0.000000000
11	128	0.003247047	0.998917651	0.046400250	0.000000000
12	128	0.003247047	0.998917651	0.046400250	0.000000000
13	128	0.003247047	0.998917651	0.046400250	0.000000000
14	128	0.003247047	0.998917651	0.046400250	0.000000000
15	128	0.003247047	0.998917651	0.046400250	0.000000000
0	128	0.005764416	0.998078528	0.061692977	0.000000000
1	128	0.005764416	0.998078528	0.061692977	0.000000000
2	128	0.005764416	0.998078528	0.061692977	0.000000000
3	128	0.005764416	0.998078528	0.061692977	0.000000000
4	128	0.005764416	0.998078528	0.061692977	0.000000000
5	128	0.005764416	0.998078528	0.061692977	0.000000000
6	128	0.005764416	0.998078528	0.061692977	0.000000000
7	128	0.005764416	0.998078528	0.061692977	0.000000000
8	128	0.005764416	0.998078528	0.061692977	0.000000000
9	128	0.005764416	0.998078528	0.061692977	0.000000000
10	128	0.005764416	0.998078528	0.061692977	0.000000000
11	128	0.005764416	0.998078528	0.061692977	0.000000000
12	128	0.005764416	0.998078528	0.061692977	0.000000000
13	128	0.005764416	0.998078528	0.061692977	0.000000000
14	128	0.005764416	0.998078528	0.061692977	0.000000000
15	128	0.005764416	0.998078528	0.061692977	0.000000000
0	128	0.008990624	0.997003125	0.076837079	0.000000000
1	128	0.008990624	0.997003125	0.076837079	0.000000000
2	128	0.008990624	0.997003125	0.076837079	0.000000000
3	128	0.008990624	0.997003125	0.076837079	0.000000000
4	128	0.008990624	0.997003125	0.076837079	0.000000000
5	128	0.008990624	0.997003125	0.076837079	0.000000000
6	128	0.008990624	0.997003125	0.076837079	0.000000000
7	128	0.008990624	0.997003125	0.076837079	0.000000000
8	128	0.008990624	0.997003125	0.076837079	0.000000000
9	128	0.008990624	0.997003125	0.076837079	0.000000000
10	128	0.008990624	0.997003125	0.076837079	0.000000000
11	128	0.008990624	0.997003125	0.076837079	0.000000000
12	128	0.008990624	0.997003125	0.076837079	0.000000000
13	128	0.008990624	0.997003125	0.076837079	0.000000000
14	128	0.008990624	0.997003125	0.076837079	0.000000000
15	128	0.008990624	0.997003125	0.076837079	0.000000000
0	128	0.012917899	0.995694034	0.091796075	0.000000000
1	128	0.012917899	0.995694034	0.091796075	0.000000000
2	128	0.012917899	0.995694034	0.091796075	0.000000000
3	128	0.012917899	0.995694034	0.091796075	0.000000000
4	128	0.012917899	0.995694034	0.091796075	0.000000000
5	128	0.012917899	0.995694034	0.091796075	0.000000000
6	128	0.012917899	0.995694034	0.091796075	0.000000000
7	128	0.012917899	0.995694034	0.091796075	0.000000000
8	128	0.012917899	0.995694034	0.091796075	0.000000000
9	128	0.012917899	0.995694034	0.091796075	0.000000000
10	128	0.012917899	0.995694034	0.091796075	0.000000000
11	128	0.012917899	0.995694034	0.091796075	0.000000000
12	128	0.012917899	0.995694034	0.091796075	0.000000000
13	128	0.012917899	0.995694034	0.091796075	0.000000000
14	128	0.012917899	0.995694034	0.091796075	0.000000000
15	128	0.012917899	0.995694034	0.091796075	0.000000000
0	128	0.017536780	0.994154407	0.106533926	0.000000000
1	128	0.017536780	0.994154407	0.106533926	0.000000000
2	128	0.017536780	0.994154407	0.106533926	0.000000000
3	128	0.017536780	0.994154407	0.106533926	0.000000000
4	128	0.017536780	0.994154407	0.106533926	0.000000000
5	128	0.017536780	0.994154407	0.106533926	0.000000000
6	128	0.017536780	0.994154407	0.106533926	0.000000000
7	128	0.017536780	0.994154407	0.106533926	0.000000000
8	128	0.017536780	0.994154407	0.106533926	0.000000000
9	128	0.017536780	0.994154407	0.106533926	0.000000000
10	128	0.017536780	0.994154407	0.106533926	0.000000000
11	128	0.017536780	0.994154407	0.106533926	0.000000000
12	128	0.017536780	0.994154407	0.106533926	0.000000000
13	128	0.017536780	0.994154407	0.106533926	0.000000000
14	128	0.017536780	0.994154407	0.106533926	0.000000000
15	128	0.017536780	0.994154407	0.106533926	0.000000000
0	128	0.022836140	0.992387953	0.121015127	0.000000000
1	128	0.022836140	0.992387953	0.121015127	0.000000000
2	128	0.022836140	0.992387953	0.121015127	0.000000000
3	128	0.022836140	0.992387953	0.121015127	0.000000000
4	128	0.022836140	0.992387953	0.121015127	0.000000000
5	128	0.022836140	0.992387953	0.121015127	0.000000000
6	128	0.022836140	0.992387953	0.121015127	0.000000000
7	128	0.022836140	0.992387953	0.121015127	0.000000000
8	128	0.022836140	0.992387953	0.121015127	0.000000000
9	128	0.022836140	0.992387953	0.121015127	0.000000000
10	128	0.022836140	0.992387953	0.121015127	0.000000000
11	128	0.022836140	0.992387953	0.121015127	0.000000000
12	128	0.022836140	0.992387953	0.121015127	0.000000000
13	128	0.022836140	0.992387953	0.121015127	0.000000000
14	128	0.022836140	0.992387953	0.121015127	0.000000000
15	128	0.022836140	0.992387953	0.121015127	0.000000000
0	128	0.028803212	0.990398929	0.135204792	0.000000000
1	128	0.028803212	0.990398929	0.135204792	0.000000000
2	128	0.028803212	0.990398929	0.135204792	0.000000000
3	128	0.028803212	0.990398929	0.135204792	0.000000000
4	128	0.028803212	0.990398929	0.135204792	0.000000000
5	128	0.028803212	0.990398929	0.135204792	0.000000000
6	128	0.028803212	0.990398929	0.135204792	0.000000000
7	128	0.028803212	0.990398929	0.135204792	0.000000000
8	128	0.028803212	0.990398929	0.135204792	0.000000000
9	128	0.028803212	0.990398929	0.135204792	0.000000000
10	128	0.028803212	0.990398929	0.135204792	0.000000000
11	128	0.028803212	0.990398929	0.135204792	0.000000000
12	128	0.028803212	0.990398929	0.135204792	0.000000000
13	128	0.028803212	0.990398929	0.135204792	0.000000000
14	128	0.028803212	0.990398929	0.135204792	0.000000000
15	128	0.028803212	0.990398929	0.135204792	0.000000000
0	128	0.035423621	0.988192126	0.149068737	0.000000000
1	128	0.035423621	0.988192126	0.149068737	0.000000000
2	128	0.035423621	0.988192126	0.149068737	0.000000000
3	128	0.035423621	0.988192126	0.149068737	0.000000000
4	128	0.035423621	0.988192126	0.149068737	0.000000000
5	128	0.035423621	0.988192126	0.149068737	0.000000000
6	128	0.035423621	0.988192126	0.149068737	0.000000000
7	128	0.035423621	0.988192126	0.149068737	0.000000000
8	128	0.035423621	0.988192126	0.149068737	0.000000000
9	128	0.035423621	0.988192126	0.149068737	0.000000000
10	128	0.035423621	0.988192126	0.149068737	0.000000000
11	128	0.035423621	0.988192126	0.149068737	0.000000000
12	128	0.035423621	0.988192126	0.149068737	0.000000000
13	128	0.035423621	0.988192126	0.149068737	0.000000000
14	128	0.035423621	0.988192126	0.149068737	0.000000000
15	128	0.035423621	0.988192126	0.149068737	0.000000000
0	128	0.042681417	0.985772861	0.162573562	0.000000000
1	128	0.042681417	0.985772861	0.162573562	0.000000000
2	128	0.042681417	0.985772861	0.162573562	0.000000000
3	128	0.042681417	0.985772861	0.162573562	0.000000000
4	128	0.042681417	0.985772861	0.162573562	0.000000000
5	128	0.042681417	0.985772861	0.162573562	0.000000000
6	128	0.042681417	0.985772861	0.162573562	0.000000000
7	128	0.042681417	0.985772861	0.162573562	0.000000000
8	128	0.042681417	0.985772861	0.162573562	0.000000000
9	128	0.042681417	0.985772861	0.162573562	0.000000000
10	128	0.042681417	0.985772861	0.162573562	0.000000000
11	128	0.042681417	0.985772861	0.162573562	0.000000000
12	128	0.042681417	0.985772861	0.162573562	0.000000000
13	128	0.042681417	0.985772861	0.162573562	0.000000000
14	128	0.042681417	0.985772861	0.162573562	0.000000000
15	128	0.042681417	0.985772861	0.162573562	0.000000000
0	128	0.050559116	0.983146961	0.175686734	0.000000000
1	128	0.050559116	0.983146961	0.175686734	0.000000000
2	128	0.050559116	0.983146961	0.175686734	0.000000000
3	128	0.050559116	0.983146961	0.175686734	0.000000000
4	128	0.050559116	0.983146961	0.175686734	0.000000000
5	128	0.050559116	0.983146961	0.175686734	0.000000000
6	128	0.050559116	0.983146961	0.175686734	0.000000000
7	128	0.050559116	0.983146961	0.175686734	0.000000000
8	128	0.050559116	0.983146961	0.175686734	0.000000000
9	128	0.050559116	0.983146961	0.175686734	0.000000000
10	128	0.050559116	0.983146961	0.175686734	0.000000000
11	128	0.050559116	0.983146961	0.175686734	0.000000000
12	128	0.050559116	0.983146961	0.175686734	0.000000000
13	128	0.050559116	0.983146961	0.175686734	0.000000000
14	128	0.050559116	0.983146961	0.175686734	0.000000000
15	128	0.050559116	0.983146961	0.175686734	0.000000000
0	128	0.059037741	0.980320753	0.188376660	0.000000000
1	128	0.059037741	0.980320753	0.188376660	0.000000000
2	128	0.059037741	0.980320753	0.188376660	0.000000000
3	128	0.059037741	0.980320753	0.188376660	0.000000000
4	128	0.059037741	0.980320753	0.188376660	0.000000000
5	128	0.059037741	0.980320753	0.188376660	0.000000000
6	128	0.059037741	0.980320753	0.188376660	0.000000000
7	128	0.059037741	0.980320753	0.188376660	0.000000000
8	128	0.059037741	0.980320753	0.188376660	0.000000000
9	128	0.059037741	0.980320753	0.188376660	0.000000000
10	128	0.059037741	0.980320753	0.188376660	0.000000000
11	128	0.059037741	0.980320753	0.188376660	0.000000000
12	128	0.059037741	0.980320753	0.188376660	0.000000000
13	128	0.059037741	0.980320753	0.188376660	0.000000000
14	128	0.059037741	0.980320753	0.188376660	0.000000000
15	128	0.059037741	0.980320753	0.188376660	0.000000000
0	128	0.068096864	0.977301045	0.200612771	0.000000000
1	128	0.068096864	0.977301045	0.200612771	0.000000000
2	128	0.068096864	0.977301045	0.200612771	0.000000000
3	128	0.068096864	0.977301045	0.200612771	0.000000000
4	128	0.068096864	0.977301045	0.200612771	0.000000000
5	128	0.068096864	0.977301045	0.200612771	0.000000000
6	128	0.068096864	0.977301045	0.200612771	0.000000000
7	128	0.068096864	0.977301045	0.200612771	0.000000000
8	128	0.068096864	0.977301045	0.200612771	0.000000000
9	128	0.068096864	0.977301045	0.200612771	0.000000000
10	128	0.068096864	0.977301045	0.200612771	0.000000000
11	128	0.068096864	0.977301045	0.200612771	0.000000000
12	128	0.068096864	0.977301045	0.200612771	0.000000000
13	128	0.068096864	0.977301045	0.200612771	0.000000000
14	128	0.068096864	0.977301045	0.200612771	0.000000000
15	128	0.068096864	0.977301045	0.200612771	0.000000000
0	128	0.077714662	0.974095113	0.212365588	0.000000000
1	128	0.077714662	0.974095113	0.212365588	0.000000000
2	128	0.077714662	0.974095113	0.212365588	0.000000000
3	128	0.077714662	0.974095113	0.212365588	0.000000000
4	128	0.077714662	0.974095113	0.212365588	0.000000000
5	128	0.077714662	0.974095113	0.212365588	0.000000000
6	128	0.077714662	0.974095113	0.212365588	0.000000000
7	128	0.077714662	0.974095113	0.212365588	0.000000000
8	128	0.077714662	0.974095113	0.212365588	0.000000000
9	128	0.077714662	0.974095113	0.212365588	0.000000000
10	128	0.077714662	0.974095113	0.212365588	0.000000000
11	128	0.077714662	0.974095113	0.212365588	0.000000000
12	128	0.077714662	0.974095113	0.212365588	0.000000000
13	128	0.077714662	0.974095113	0.212365588	0.000000000
14	128	0.077714662	0.974095113	0.212365588	0.000000000
15	128	0.077714662	0.974095113	0.212365588	0.000000000
0	128	0.087867966	0.970710678	0.223606798	0.000000000
1	128	0.087867966	0.970710678	0.223606798	0.000000000
2	128	0.087867966	0.970710678	0.223606798	0.000000000
3	128	0.087867966	0.970710678	0.223606798	0.000000000
4	128	0.087867966	0.970710678	0.223606798	0.000000000
5	128	0.087867966	0.970710678	0.223606798	0.000000000
6	128	0.087867966	0.970710678	0.223606798	0.000000000
7	128	0.087867966	0.970710678	0.223606798	0.000000000
8	128	0.087867966	0.970710678	0.223606798	0.000000000
9	128	0.087867966	0.970710678	0.223606798	0.000000000
10	128	0.087867966	0.970710678	0.223606798	0.000000000
11	128	0.087867966	0.970710678	0.223606798	0.000000000
12	128	0.087867966	0.970710678	0.223606798	0.000000000
13	128	0.087867966	0.970710678	0.223606798	0.000000000
14	128	0.087867966	0.970710678	0.223606798	0.000000000
15	128	0.087867966	0.970710678	0.223606798	0.000000000
0	128	0.098532314	0.967155895	0.234309319	0.000000000
1	128	0.098532314	0.967155895	0.234309319	0.000000000
2	128	0.098532314	0.967155895	0.234309319	0.000000000
3	128	0.098532314	0.967155895	0.234309319	0.000000000
4	128	0.098532314	0.967155895	0.234309319	0.000000000
5	128	0.098532314	0.967155895	0.234309319	0.000000000
6	128	0.098532314	0.967155895	0.234309319	0.000000000
7	128	0.098532314	0.967155895	0.234309319	0.000000000
8	128	0.098532314	0.967155895	0.234309319	0.000000000
9	128	0.098532314	0.967155895	0.234309319	0.000000000
10	128	0.098532314	0.967155895	0.234309319	0.000000000
11	128	0.098532314	0.967155895	0.234309319	0.000000000
12	128	0.098532314	0.967155895	0.234309319	0.000000000
13	128	0.098532314	0.967155895	0.234309319	0.000000000
14	128	0.098532314	0.967155895	0.234309319	0.000000000
15	128	0.098532314	0.967155895	0.234309319	0.000000000
0	128	0.109682015	0.963439328	0.244447369	0.000000000
1	128	0.109682015	0.963439328	0.244447369	0.000000000
2	128	0.109682015	0.963439328	0.244447369	0.000000000
3	128	0.109682015	0.963439328	0.244447369	0.000000000
4	128	0.109682015	0.963439328	0.244447369	0.000000000
5	128	0.109682015	0.963439328	0.244447369	0.000000000
6	128	0.109682015	0.963439328	0.244447369	0.000000000
7	128	0.109682015	0.963439328	0.244447369	0.000000000
8	128	0.109682015	0.963439328	0.244447369	0.000000000
9	128	0.109682015	0.963439328	0.244447369	0.000000000
10	128	0.109682015	0.963439328	0.244447369	0.000000000
11	128	0.109682015	0.963439328	0.244447369	0.000000000
12	128	0.109682015	0.963439328	0.244447369	0.000000000
13	128	0.109682015	0.963439328	0.244447369	0.000000000
14	128	0.109682015	0.963439328	0.244447369	0.000000000
15	128	0.109682015	0.963439328	0.244447369	0.000000000
0	128	0.121290209	0.959569930	0.253996523	0.000000000
1	128	0.121290209	0.959569930	0.253996523	0.000000000
2	128	0.121290209	0.959569930	0.253996523	0.000000000
3	128	0.121290209	0.959569930	0.253996523	0.000000000
4	128	0.121290209	0.959569930	0.253996523	0.000000000
5	128	0.121290209	0.959569930	0.253996523	0.000000000
6	128	0.121290209	0.959569930	0.253996523	0.000000000
7	128	0.121290209	0.959569930	0.253996523	0.000000000
8	128	0.121290209	0.959569930	0.253996523	0.000000000
9	128	0.121290209	0.959569930	0.253996523	0.000000000
10	128	0.121290209	0.959569930	0.253996523	0.000000000
11	128	0.121290209	0.959569930	0.253996523	0.000000000
12	128	0.121290209	0.959569930	0.253996523	0.000000000
13	128	0.121290209	0.959569930	0.253996523	0.000000000
14	128	0.121290209	0.959569930	0.253996523	0.000000000
15	128	0.121290209	0.959569930	0.253996523	0.000000000
0	128	0.133328930	0.955557023	0.262933778	0.000000000
1	128	0.133328930	0.955557023	0.262933778	0.000000000
2	128	0.133328930	0.955557023	0.262933778	0.000000000
3	128	0.133328930	0.955557023	0.262933778	0.000000000
4	128	0.133328930	0.955557023	0.262933778	0.000000000
5	128	0.133328930	0.955557023	0.262933778	0.000000000
6	128	0.133328930	0.955557023	0.262933778	0.000000000
7	128	0.133328930	0.955557023	0.262933778	0.000000000
8	128	0.133328930	0.955557023	0.262933778	0.000000000
9	128	0.133328930	0.955557023	0.262933778	0.000000000
10	128	0.133328930	0.955557023	0.262933778	0.000000000
11	128	0.133328930	0.955557023	0.262933778	0.000000000
12	128	0.133328930	0.955557023	0.262933778	0.000000000
13	128	0.133328930	0.955557023	0.262933778	0.000000000
14	128	0.133328930	0.955557023	0.262933778	0.000000000
15	128	0.133328930	0.955557023	0.262933778	0.000000000
0	128	0.145769177	0.951410274	0.271237602	0.000000000
1	128	0.145769177	0.951410274	0.271237602	0.000000000
2	128	0.145769177	0.951410274	0.271237602	0.000000000
3	128	0.145769177	0.951410274	0.271237602	0.000000000
4	128	0.145769177	0.951410274	0.271237602	0.000000000
5	128	0.145769177	0.951410274	0.271237602	0.000000000
6	128	0.145769177	0.951410274	0.271237602	0.000000000
7	128	0.145769177	0.951410274	0.271237602	0.000000000
8	128	0.145769177	0.951410274	0.271237602	0.000000000
9	128	0.145769177	0.951410274	0.271237602	0.000000000
10	128	0.145769177	0.951410274	0.271237602	0.000000000
11	128	0.145769177	0.951410274	0.271237602	0.000000000
12	128	0.145769177	0.951410274	0.271237602	0.000000000
13	128	0.145769177	0.951410274	0.271237602	0.000000000
14	128	0.145769177	0.951410274	0.271237602	0.000000000
15	128	0.145769177	0.951410274	0.271237602	0.000000000
0	128	0.158580979	0.947139674	0.278887991	0.000000000
1	128	0.158580979	0.947139674	0.278887991	0.000000000
2	128	0.158580979	0.947139674	0.278887991	0.000000000
3	128	0.158580979	0.947139674	0.278887991	0.000000000
4	128	0.158580979	0.947139674	0.278887991	0.000000000
5	128	0.158580979	0.947139674	0.278887991	0.000000000
6	128	0.158580979	0.947139674	0.278887991	0.000000000
7	128	0.158580979	0.947139674	0.278887991	0.000000000
8	128	0.158580979	0.947139674	0.278887991	0.000000000
9	128	0.158580979	0.947139674	0.278887991	0.000000000
10	128	0.158580979	0.947139674	0.278887991	0.000000000
11	128	0.158580979	0.947139674	0.278887991	0.000000000
12	128	0.158580979	0.947139674	0.278887991	0.000000000
13	128	0.158580979	0.947139674	0.278887991	0.000000000
14	128	0.158580979	0.947139674	0.278887991	0.000000000
15	128	0.158580979	0.947139674	0.278887991	0.000000000
0	128	0.171733472	0.942755509	0.285866515	0.000000000
1	128	0.171733472	0.942755509	0.285866515	0.000000000
2	128	0.171733472	0.942755509	0.285866515	0.000000000
3	128	0.171733472	0.942755509	0.285866515	0.000000000
4	128	0.171733472	0.942755509	0.285866515	0.000000000
5	128	0.171733472	0.942755509	0.285866515	0.000000000
6	128	0.171733472	0.942755509	0.285866515	0.000000000
7	128	0.171733472	0.942755509	0.285866515	0.000000000
8	128	0.171733472	0.942755509	0.285866515	0.000000000
9	128	0.171733472	0.942755509	0.285866515	0.000000000
10	128	0.171733472	0.942755509	0.285866515	0.000000000
11	128	0.171733472	0.942755509	0.285866515	0.000000000
12	128	0.171733472	0.942755509	0.285866515	0.000000000
13	128	0.171733472	0.942755509	0.285866515	0.000000000
14	128	0.171733472	0.942755509	0.285866515	0.000000000
15	128	0.171733472	0.942755509	0.285866515	0.000000000
0	128	0.185194970	0.938268343	0.292156361	0.000000000
1	128	0.185194970	0.938268343	0.292156361	0.000000000
2	128	0.185194970	0.938268343	0.292156361	0.000000000
3	128	0.185194970	0.938268343	0.292156361	0.000000000
4	128	0.185194970	0.938268343	0.292156361	0.000000000
5	128	0.185194970	0.938268343	0.292156361	0.000000000
6	128	0.185194970	0.938268343	0.292156361	0.000000000
7	128	0.185194970	0.938268343	0.292156361	0.000000000
8	128	0.185194970	0.938268343	0.292156361	0.000000000
9	128	0.185194970	0.938268343	0.292156361	0.000000000
10	128	0.185194970	0.938268343	0.292156361	0.000000000
11	128	0.185194970	0.938268343	0.292156361	0.000000000
12	128	0.185194970	0.938268343	0.292156361	0.000000000
13	128	0.185194970	0.938268343	0.292156361	0.000000000
14	128	0.185194970	0.938268343	0.292156361	0.000000000
15	128	0.185194970	0.938268343	0.292156361	0.000000000
0	128	0.198933044	0.933688985	0.297742376	0.000000000
1	128	0.198933044	0.933688985	0.297742376	0.000000000
2	128	0.198933044	0.933688985	0.297742376	0.000000000
3	128	0.198933044	0.933688985	0.297742376	0.000000000
4	128	0.198933044	0.933688985	0.297742376	0.000000000
5	128	0.198933044	0.933688985	0.297742376	0.000000000
6	128	0.198933044	0.933688985	0.297742376	0.000000000
7	128	0.198933044	0.933688985	0.297742376	0.000000000
8	128	0.198933044	0.933688985	0.297742376	0.000000000
9	128	0.198933044	0.933688985	0.297742376	0.000000000
10	128	0.198933044	0.933688985	0.297742376	0.000000000
11	128	0.198933044	0.933688985	0.297742376	0.000000000
12	128	0.198933044	0.933688985	0.297742376	0.000000000
13	128	0.198933044	0.933688985	0.297742376	0.000000000
14	128	0.198933044	0.933688985	0.297742376	0.000000000
15	128	0.198933044	0.933688985	0.297742376	0.000000000
0	128	0.212914597	0.929028468	0.302611105	0.000000000
1	128	0.212914597	0.929028468	0.302611105	0.000000000
2	128	0.212914597	0.929028468	0.302611105	0.000000000
3	128	0.212914597	0.929028468	0.302611105	0.000000000
4	128	0.212914597	0.929028468	0.302611105	0.000000000
5	128	0.212914597	0.929028468	0.302611105	0.000000000
6	128	0.212914597	0.929028468	0.302611105	0.000000000
7	128	0.212914597	0.929028468	0.302611105	0.000000000
8	128	0.212914597	0.929028468	0.302611105	0.000000000
9	128	0.212914597	0.929028468	0.302611105	0.000000000
10	128	0.212914597	0.929028468	0.302611105	0.000000000
11	128	0.212914597	0.929028468	0.302611105	0.000000000
12	128	0.212914597	0.929028468	0.302611105	0.000000000
13	128	0.212914597	0.929028468	0.302611105	0.000000000
14	128	0.212914597	0.929028468	0.302611105	0.000000000
15	128	0.212914597	0.929028468	0.302611105	0.000000000
0	128	0.227105946	0.924298018	0.306750816	0.000000000
1	128	0.227105946	0.924298018	0.306750816	0.000000000
2	128	0.227105946	0.924298018	0.306750816	0.000000000
3	128	0.227105946	0.924298018	0.306750816	0.000000000
4	128	0.227105946	0.924298018	0.306750816	0.000000000
5	128	0.227105946	0.924298018	0.306750816	0.000000000
6	128	0.227105946	0.924298018	0.306750816	0.000000000
7	128	0.227105946	0.924298018	0.306750816	0.000000000
8	128	0.227105946	0.924298018	0.306750816	0.000000000
9	128	0.227105946	0.924298018	0.306750816	0.000000000
10	128	0.227105946	0.924298018	0.306750816	0.000000000
11	128	0.227105946	0.924298018	0.306750816	0.000000000
12	128	0.227105946	0.924298018	0.306750816	0.000000000
13	128	0.227105946	0.924298018	0.306750816	0.000000000
14	128	0.227105946	0.924298018	0.306750816	0.000000000
15	128	0.227105946	0.924298018	0.306750816	0.000000000
0	128	0.241472903	0.919509032	0.310151538	0.000000000
1	128	0.241472903	0.919509032	0.310151538	0.000000000
2	128	0.241472903	0.919509032	0.310151538	0.000000000
3	128	0.241472903	0.919509032	0.310151538	0.000000000
4	128	0.241472903	0.919509032	0.310151538	0.000000000
5	128	0.241472903	0.919509032	0.310151538	0.000000000
6	128	0.241472903	0.919509032	0.310151538	0.000000000
7	128	0.241472903	0.919509032	0.310151538	0.000000000
8	128	0.241472903	0.919509032	0.310151538	0.000000000
9	128	0.241472903	0.919509032	0.310151538	0.000000000
10	128	0.241472903	0.919509032	0.310151538	0.000000000
11	128	0.241472903	0.919509032	0.310151538	0.000000000
12	128	0.241472903	0.919509032	0.310151538	0.000000000
13	128	0.241472903	0.919509032	0.310151538	0.000000000
14	128	0.241472903	0.919509032	0.310151538	0.000000000
15	128	0.241472903	0.919509032	0.310151538	0.000000000
0	128	0.255980858	0.914673047	0.312805078	0.000000000
1	128	0.255980858	0.914673047	0.312805078	0.000000000
2	128	0.255980858	0.914673047	0.312805078	0.000000000
3	128	0.255980858	0.914673047	0.312805078	0.000000000
4	128	0.255980858	0.914673047	0.312805078	0.000000000
5	128	0.255980858	0.914673047	0.312805078	0.000000000
6	128	0.255980858	0.914673047	0.312805078	0.000000000
7	128	0.255980858	0.914673047	0.312805078	0.000000000
8	128	0.255980858	0.914673047	0.312805078	0.000000000
9	128	0.255980858	0.914673047	0.312805078	0.000000000
10	128	0.255980858	0.914673047	0.312805078	0.000000000
11	128	0.255980858	0.914673047	0.312805078	0.000000000
12	128	0.255980858	0.914673047	0.312805078	0.000000000
13	128	0.255980858	0.914673047	0.312805078	0.000000000
14	128	0.255980858	0.914673047	0.312805078	0.000000000
15	128	0.255980858	0.914673047	0.312805078	0.000000000
0	128	0.270594858	0.909801714	0.314705043	0.000000000
